Mass (g),Luminosity (erg/s),Pressure (dyn/cm^2),Radius (cm),Temperature (K),Energy Generation Rate (erg/g/s),Opacity (cm^2/g),Adiabatic Gradient,Radiative Gradient,Convective or Radiative
4.694326702702703e+32,4.3365606876830653e+33,7.757245273193042e+16,11140417743.258354,9695253.487919727,2.366122081643476,0.45780669883992564,0.3996559152129509,0.14638647956870063,RAD
4.703268243243244e+32,4.33867213402894e+33,7.74277723843583e+16,11150065419.566023,9690136.595692957,2.357174841303316,0.4580882969910124,0.3996559992876225,0.1463050461157486,RAD
4.712209783783784e+32,4.340775616362491e+33,7.728332142542211e+16,11159710450.305313,9685024.688515048,2.348260994388749,0.4583697221697585,0.399656082838167,0.14622355861316866,RAD
4.721151324324325e+32,4.3428711649767255e+33,7.71390996903945e+16,11169352876.917835,9679917.749846663,2.3393804128558147,0.4586509770076796,0.39965616586708547,0.14614201855644948,RAD
4.730092864864865e+32,4.344958809863016e+33,7.699510702064496e+16,11178992740.641933,9674815.763259128,2.3305329694550365,0.45893206414730436,0.39965624837689356,0.14606042744410072,RAD
4.739034405405406e+32,4.3470385807111e+33,7.685134326363984e+16,11188630082.512678,9669718.712434439,2.3217185377261775,0.4592129862422252,0.3996563303701213,0.1459787867777142,RAD
4.7479759459459466e+32,4.3491105069090784e+33,7.670780827294238e+16,11198264943.36187,9664626.581165263,2.3129369919930074,0.45949374595713055,0.39965641184931394,0.1458970980620204,RAD
4.756917486486487e+32,4.351174617543417e+33,7.65645019082126e+16,11207897363.818037,9659539.353354935,2.3041882073580773,0.45977434596784367,0.3996564928170309,0.1458153628049471,RAD
4.7658590270270274e+32,4.353230941398949e+33,7.642142403520742e+16,11217527384.306444,9654457.013017457,2.2954720596975977,0.4600547889613685,0.399656573275848,0.14573358251768184,RAD
4.774800567567568e+32,4.3552795069588685e+33,7.627857452578064e+16,11227155045.04908,9649379.544277497,2.286788425656253,0.4603350776359211,0.39965665322835653,0.14565175871472988,RAD
4.783742108108109e+32,4.357320342404738e+33,7.613595325788278e+16,11236780386.064663,9644306.931370396,2.2781371826421215,0.46061521470096917,0.3996567326771629,0.1455698929139748,RAD
4.792683648648649e+32,4.3593534756164815e+33,7.599356011556139e+16,11246403447.168646,9639239.158642162,2.269518208821594,0.4608952028772694,0.3996568116248904,0.145487986636741,RAD
4.8016251891891896e+32,4.361378948809498e+33,7.585139341680246e+16,11256024156.824844,9634176.149317937,2.260931283925565,0.4611750486500541,0.39965689007578686,0.14540604376199548,RAD
4.81056672972973e+32,4.3633968571732034e+33,7.570944555705602e+16,11265642021.382196,9629117.604796339,2.2523758237108593,0.46145477153426784,0.3996569680388349,0.14532407604058353,RAD
4.819508270270271e+32,4.365407234232318e+33,7.556771525602702e+16,11275256990.196434,9624063.485064184,2.2438516561244035,0.4617343744002381,0.3996570455147037,0.14524208437419453,RAD
4.8284498108108115e+32,4.367410104549992e+33,7.54262021743481e+16,11284869078.916061,9619013.787406113,2.2353586695348753,0.46201385779316356,0.39965712250299723,0.14516006818721683,RAD
4.837391351351352e+32,4.369405492637153e+33,7.528490597311192e+16,11294478303.219923,9613968.509075578,2.226896752667528,0.4622932222667963,0.39965719900332014,0.14507802691383112,RAD
4.846332891891892e+32,4.3713934229524985e+33,7.514382631387122e+16,11304084678.817202,9608927.647294845,2.2184657946033517,0.462572468383475,0.39965727501527937,0.14499595999794862,RAD
4.8552744324324326e+32,4.373373919902503e+33,7.50029628586388e+16,11313688221.447412,9603891.199254991,2.210065684778268,0.46285159671416326,0.3996573505384827,0.14491386689315183,RAD
4.864215972972974e+32,4.375347007841413e+33,7.486231526988754e+16,11323288946.880415,9598859.162115907,2.201696312982248,0.46313060783848436,0.39965742557253947,0.14483174706263457,RAD
4.873157513513514e+32,4.3773127110712483e+33,7.472188321055038e+16,11332886870.916397,9593831.5330063,2.1933575693585246,0.46340950234475436,0.3996575001170609,0.14474959997914166,RAD
4.8820990540540545e+32,4.3792710538418044e+33,7.458166634402035e+16,11342482009.385891,9588808.309023684,2.185049344402733,0.46368828083002267,0.3996575741716585,0.14466742512491246,RAD
4.891040594594595e+32,4.381222060350649e+33,7.44416643341505e+16,11352074378.149765,9583789.487234388,2.176771528962075,0.4639669439001026,0.39965764773594686,0.14458522199162116,RAD
4.899982135135136e+32,4.3831657547431245e+33,7.430187684525395e+16,11361663993.09922,9578775.064673554,2.1685240142345106,0.4642454921696133,0.39965772080954026,0.1445029900803207,RAD
4.9089236756756764e+32,4.385102161112347e+33,7.416230354210395e+16,11371250870.1558,9573765.038345141,2.160306691767912,0.4645239262620061,0.3996577933920561,0.14442072890138347,RAD
4.917865216216217e+32,4.3870313034992045e+33,7.402294408993374e+16,11380835025.271381,9568759.405221915,2.152119453459226,0.46480224680961335,0.3996578654831118,0.14433843797444892,RAD
4.926806756756757e+32,4.3889532058923624e+33,7.38837981544367e+16,11390416474.428179,9563758.162245454,2.143962191553642,0.46508045445367463,0.3996579370823271,0.14425611682836478,RAD
4.9357482972972975e+32,4.390867892228256e+33,7.37448654017662e+16,11399995233.638748,9558761.306326156,2.1358347986437924,0.46535854984437275,0.3996580081893228,0.1441737650011311,RAD
4.9446898378378386e+32,4.3927753863910983e+33,7.360614549853573e+16,11409571318.945978,9553768.834343225,2.127737167668888,0.46563653364087804,0.39965807880372084,0.14409138203984895,RAD
4.953631378378379e+32,4.394675712212873e+33,7.346763811181882e+16,11419144746.423096,9548780.743144682,2.119669191913901,0.46591440651137705,0.3996581489251452,0.14400896750066317,RAD
4.9625729189189194e+32,4.396568893473337e+33,7.332934290914909e+16,11428715532.173664,9543797.029547356,2.111630765008737,0.466192169133113,0.39965821855322087,0.14392652094871042,RAD
4.97151445945946e+32,4.3984549539000255e+33,7.319125955852021e+16,11438283692.331585,9538817.690336896,2.1036217809274107,0.46646982219241945,0.3996582876875743,0.14384404195806458,RAD
4.980456e+32,4.4003339171682424e+33,7.30533877283859e+16,11447849243.061098,9533842.722267756,2.0956421339872153,0.466747366384762,0.3996583563278333,0.14376153011168613,RAD
4.989397540540541e+32,4.402205806901069e+33,7.291572708766e+16,11457412200.556778,9528872.122063208,2.087691718847884,0.4670248024147641,0.39965842447362726,0.14367898500136614,RAD
4.9983390810810816e+32,4.404070646669358e+33,7.277827730571637e+16,11466972581.04354,9523905.886415338,2.07977043051079,0.467302130996258,0.3996584921245867,0.1435964062276793,RAD
5.007280621621622e+32,4.4059284599917366e+33,7.264103805238893e+16,11476530400.776628,9518944.011985037,2.0718781643180924,0.46757935285230595,0.39965855928034394,0.14351379339992784,RAD
5.0162221621621624e+32,4.407779270334607e+33,7.250400899797171e+16,11486085676.041636,9513986.49540202,2.0640148159519294,0.46785646871525405,0.39965862594053225,0.14343114613609545,RAD
5.0251637027027035e+32,4.4096231011121435e+33,7.236718981321878e+16,11495638423.154486,9509033.333264802,2.0561802814335763,0.4681334793267524,0.39965869210478655,0.14334846406279253,RAD
5.034105243243244e+32,4.4114599756862947e+33,7.223058016934427e+16,11505188658.461437,9504084.522140725,2.048374457122651,0.4684103854378051,0.39965875777274285,0.14326574681520937,RAD
5.043046783783784e+32,4.413289917366783e+33,7.20941797380224e+16,11514736398.33909,9499140.05856593,2.0405972397162584,0.4686871878087975,0.39965882294403926,0.14318299403706503,RAD
5.0519883243243246e+32,4.415112949411106e+33,7.195798819138744e+16,11524281659.194382,9494199.939045383,2.0328485262481815,0.46896388720954363,0.3996588876183145,0.14310020538055987,RAD
5.060929864864865e+32,4.416929095024533e+33,7.182200520203372e+16,11533824457.464584,9489264.160052853,2.025128214088056,0.469240484419309,0.3996589517952086,0.1430173805063239,RAD
5.069871405405406e+32,4.4187383773601075e+33,7.168623044301564e+16,11543364809.61731,9484332.718030926,2.0174362009405495,0.46951698022686605,0.399659015474364,0.14293451908337343,RAD
5.0788129459459465e+32,4.4205408195186477e+33,7.155066358784769e+16,11552902732.1505,9479405.609391004,2.009772384844556,0.46979337543051164,0.39965907865542344,0.14285162078905736,RAD
5.087754486486487e+32,4.422336444548745e+33,7.14153043105044e+16,11562438241.592445,9474482.830513297,2.00213666417234,0.47006967083812196,0.3996591413380315,0.14276868530901562,RAD
5.096696027027027e+32,4.424125275446764e+33,7.128015228542038e+16,11571971354.501764,9469564.377746828,1.994528937628742,0.470345867267176,0.39965920352183393,0.14268571233712754,RAD
5.1056375675675684e+32,4.4259073351568447e+33,7.1145207187490296e+16,11581502087.467417,9464650.247409435,1.986949104250361,0.47062196554480584,0.3996592652064782,0.1426027015754693,RAD
5.114579108108109e+32,4.427682646570899e+33,7.10104686920689e+16,11591030457.108698,9459740.435787769,1.9793970634047175,0.4708979665078255,0.3996593263916129,0.14251965273426542,RAD
5.123520648648649e+32,4.429451232528615e+33,7.087593647497098e+16,11600556480.075243,9454834.939137293,1.9718727147894541,0.47117387100276664,0.39965938707688764,0.14243656553184192,RAD
5.1324621891891895e+32,4.431213115817451e+33,7.074161021247142e+16,11610080173.04702,9449933.753682282,1.9643759584315112,0.4714496798859245,0.3996594472619541,0.14235343969458403,RAD
5.14140372972973e+32,4.432968319172642e+33,7.060748958130516e+16,11619601552.734337,9445036.875615824,1.956906694686293,0.47172539402339175,0.399659506946465,0.14227027495688963,RAD
5.150345270270271e+32,4.4347168652771965e+33,7.047357425866719e+16,11629120635.877842,9440144.30109982,1.9494648242368888,0.47200101429109653,0.3996595661300743,0.1421870710611249,RAD
5.1592868108108114e+32,4.4364587767618955e+33,7.033986392221261e+16,11638637439.24851,9435256.026264988,1.9420502480932156,0.4722765415748371,0.3996596248124372,0.14210382775757882,RAD
5.168228351351352e+32,4.438194076205295e+33,7.020635825005653e+16,11648151979.647667,9430372.04721085,1.9346628675912514,0.47255197677032623,0.39965968299321086,0.14202054480442183,RAD
5.177169891891892e+32,4.439922786133724e+33,7.007305692077418e+16,11657664273.906965,9425492.360005748,1.9273025843921556,0.472827320783225,0.39965974067205295,0.14193722196766037,RAD
5.186111432432433e+32,4.441644929021286e+33,6.993995961340079e+16,11667174338.8884,9420616.960686835,1.9199693004815162,0.47310257452918025,0.39965979784862327,0.1418538590210937,RAD
5.1950529729729736e+32,4.443360527289857e+33,6.980706600743175e+16,11676682191.484299,9415745.845260074,1.9126629181685133,0.47337773893386637,0.39965985452258235,0.14177045574627264,RAD
5.203994513513514e+32,4.445069603309088e+33,6.967437578282244e+16,11686187848.617332,9410879.009700248,1.905383340085109,0.4736528149330218,0.3996599106935926,0.14168701193245575,RAD
5.2129360540540544e+32,4.4467721793964034e+33,6.954188861998834e+16,11695691327.240505,9406016.449950945,1.8981304691852217,0.4739278034724848,0.3996599663613173,0.14160352737656726,RAD
5.221877594594595e+32,4.448468277817002e+33,6.940960419980498e+16,11705192644.337158,9401158.161924569,1.8909042087439392,0.4742027055082414,0.39966002152542135,0.14152000188315744,RAD
5.230819135135136e+32,4.450157920783855e+33,6.9277522203607944e+16,11714691816.92097,9396304.141502336,1.8837044623566976,0.4744775220064475,0.39966007618557087,0.1414364352643569,RAD
5.239760675675676e+32,4.451841130457708e+33,6.914564231319294e+16,11724188862.03596,9391454.384534277,1.876531133938458,0.4747522539434843,0.3996601303414336,0.14135282733983978,RAD
5.248702216216217e+32,4.4535179289470814e+33,6.9013964210815704e+16,11733683796.756477,9386608.886839235,1.8693841277229457,0.47502690230598626,0.3996601839926779,0.14126917793678026,RAD
5.257643756756757e+32,4.455188338308268e+33,6.888248757919202e+16,11743176638.187216,9381767.644204862,1.8622633482617739,0.47530146873450685,0.3996602371389743,0.14118548708099768,RAD
5.266585297297298e+32,4.4568523805453345e+33,6.875121210149776e+16,11752667403.463203,9376930.65238763,1.8551687004236883,0.4755759623319721,0.3996602897799944,0.1411017570158308,RAD
5.2755268378378385e+32,4.4585100776101227e+33,6.862013746136888e+16,11762156109.749804,9372097.907112816,1.8481000893937503,0.47585038563118043,0.399660341915411,0.14101798803063148,RAD
5.284468378378379e+32,4.4601614514022465e+33,6.848926334290137e+16,11771642774.24272,9367269.404074518,1.8410574206725026,0.47612473846714576,0.39966039354489774,0.1409341796183758,RAD
5.293409918918919e+32,4.461806523769095e+33,6.835858943065131e+16,11781127414.167988,9362445.138935639,1.834040600075214,0.4763990206787903,0.3996604446681308,0.14085033127908247,RAD
5.30235145945946e+32,4.46344531650583e+33,6.8228115409634824e+16,11790610046.78199,9357625.107327899,1.8270495337310428,0.47667323210895013,0.39966049528478675,0.14076644251977052,RAD
5.311293000000001e+32,4.465077851355387e+33,6.809784096532813e+16,11800090689.371435,9352809.304851832,1.8200841280822337,0.47694737260437997,0.3996605453945436,0.14068251285441716,RAD
5.320234540540541e+32,4.466704150008477e+33,6.796776578366749e+16,11809569359.253376,9347997.72707678,1.8131442898833237,0.4772214420157581,0.39966059499708123,0.14059854180391707,RAD
5.3291760810810815e+32,4.4683242341035825e+33,6.783788955104925e+16,11819046073.775202,9343190.369540902,1.806229926200339,0.4774954401976916,0.39966064409207974,0.14051452889604032,RAD
5.338117621621622e+32,4.4699381252269614e+33,6.770821195432981e+16,11828520850.314636,9338387.22775117,1.7993409444099995,0.4777693670087237,0.3996606926792221,0.14043047366539288,RAD
5.347059162162163e+32,4.4715458449126454e+33,6.757873268082562e+16,11837993706.279741,9333588.297183365,1.7924772521989145,0.4780432223113389,0.3996607407581912,0.14034637565337613,RAD
5.3560007027027034e+32,4.473147414642438e+33,6.7449451418313256e+16,11847464659.108915,9328793.573282085,1.7856387575627723,0.47831700597196547,0.399660788328672,0.14026223440814578,RAD
5.364942243243244e+32,4.474742855845919e+33,6.73203678550293e+16,11856933726.270899,9324003.051460737,1.7788253688055597,0.4785907178609826,0.3996608353903503,0.14017804948457285,RAD
5.373883783783784e+32,4.4763321899004404e+33,6.719148167967042e+16,11866400925.264763,9319216.727101548,1.7720369945387624,0.47886435785272524,0.3996608819429139,0.14009382044420376,RAD
5.3828253243243245e+32,4.4779154381311283e+33,6.706279258139336e+16,11875866273.619919,9314434.595555546,1.765273543680547,0.4791379258254903,0.3996609279860514,0.1400095468552222,RAD
5.3917668648648656e+32,4.4794926218108836e+33,6.693430024981491e+16,11885329788.896114,9309656.65214258,1.7585349254549973,0.4794114216615397,0.39966097351945273,0.13992522829240872,RAD
5.400708405405406e+32,4.4810637621603796e+33,6.680600437501197e+16,11894791488.683435,9304882.892151315,1.7518210493913038,0.4796848452471072,0.3996610185428092,0.1398408643371034,RAD
5.4096499459459464e+32,4.482628880348064e+33,6.667790464752145e+16,11904251390.602304,9300113.31083922,1.7451318253229589,0.47995819647240207,0.39966106305581367,0.1397564545771668,RAD
5.418591486486487e+32,4.4841879974901575e+33,6.655000075834036e+16,11913709512.303482,9295347.903432582,1.7384671633869693,0.4802314752316146,0.3996611070581598,0.13967199860694246,RAD
5.427533027027028e+32,4.485741134650656e+33,6.642229239892576e+16,11923165871.468065,9290586.665126499,1.7318269740230903,0.4805046814229226,0.3996611505495434,0.13958749602721912,RAD
5.436474567567568e+32,4.487288312841329e+33,6.629477926119482e+16,11932620485.807486,9285829.591084884,1.725211167973001,0.48077781494849375,0.3996611935296603,0.13950294644519304,RAD
5.445416108108109e+32,4.488829553021718e+33,6.61674610375247e+16,11942073373.063515,9281076.67644046,1.7186196562795155,0.4810508757144934,0.3996612359982091,0.13941834947443144,RAD
5.454357648648649e+32,4.4903648760991407e+33,6.60403374207527e+16,11951524551.008263,9276327.916294767,1.7120523502858247,0.48132386363108304,0.39966127795488876,0.13933370473483378,RAD
5.4632991891891894e+32,4.4918943029286865e+33,6.591340810417615e+16,11960974037.444172,9271583.305718152,1.705509161634663,0.4815967786124346,0.39966131939939986,0.1392490118525979,RAD
5.4722407297297305e+32,4.49341785431322e+33,6.578667278155244e+16,11970421850.204031,9266842.839749778,1.6989900022675555,0.4818696205767297,0.39966136033144417,0.13916427046018226,RAD
5.481182270270271e+32,4.494935551003379e+33,6.5660131147099064e+16,11979868007.150953,9262106.513397623,1.6924947844240084,0.4821423894461621,0.39966140075072476,0.1390794801962688,RAD
5.490123810810811e+32,4.4964474136975746e+33,6.553378289549354e+16,11989312526.178398,9257374.321638472,1.6860234206407587,0.4824150851469477,0.39966144065694637,0.13899464070572923,RAD
5.499065351351352e+32,4.497953463041993e+33,6.5407627721873464e+16,11998755425.210161,9252646.25941793,1.679575823750925,0.48268770760932744,0.39966148004981467,0.1389097516395881,RAD
5.508006891891893e+32,4.499453719630593e+33,6.528166532183651e+16,12008196722.200373,9247922.32165041,1.6731519068832914,0.4829602567675687,0.39966151892903645,0.13882481265498736,RAD
5.516948432432433e+32,4.500948204005108e+33,6.515589539144043e+16,12017636435.1335,9243202.503219139,1.666751583461483,0.4832327325599762,0.39966155729432035,0.13873982341515287,RAD
5.5258899729729735e+32,4.502436936655044e+33,6.503031762720302e+16,12027074582.02435,9238486.798976157,1.660374767203182,0.4835051349288862,0.39966159514537614,0.13865478358935615,RAD
5.534831513513514e+32,4.5039199380176826e+33,6.490493172610214e+16,12036511180.918064,9233775.203742314,1.6540213721193833,0.4837774638206879,0.3996616324819145,0.13856969285288545,RAD
5.543773054054054e+32,4.505397228478077e+33,6.477973738557574e+16,12045946249.890125,9229067.71230728,1.647691312513583,0.48404971918580586,0.39966166930364805,0.13848455088700418,RAD
5.5527145945945954e+32,4.5068688283690567e+33,6.465473430352179e+16,12055379807.046349,9224364.319429528,1.6413845029809753,0.48432190097872657,0.3996617056102902,0.13839935737892395,RAD
5.561656135135136e+32,4.508334757971223e+33,6.452992217829841e+16,12064811870.522886,9219665.019836355,1.6351008584077489,0.4845940091579846,0.3996617414015561,0.13831411202176483,RAD
5.570597675675676e+32,4.5097950375129507e+33,6.44053007087237e+16,12074242458.486233,9214969.80822386,1.6288402939702264,0.4848660436861812,0.3996617766771617,0.13822881451452626,RAD
5.5795392162162165e+32,4.51124968717039e+33,6.428086959407586e+16,12083671589.133217,9210278.679256963,1.6226027251341457,0.48513800452997613,0.3996618114368247,0.13814346456204976,RAD
5.588480756756757e+32,4.5126987270674647e+33,6.415662853409317e+16,12093099280.691004,9205591.62756939,1.6163880676538454,0.4854098916601001,0.399661845680264,0.13805806187498823,RAD
5.597422297297298e+32,4.5141421772758715e+33,6.403257722897396e+16,12102525551.417095,9200908.647763686,1.6101962375715342,0.485681705051363,0.3996618794071994,0.1379726061697739,RAD
5.6063638378378384e+32,4.515580057815081e+33,6.390871537937664e+16,12111950419.599333,9196229.734411208,1.6040271512164679,0.48595344468264257,0.39966191261735273,0.13788709716858122,RAD
5.615305378378379e+32,4.5170123886523374e+33,6.378504268641968e+16,12121373903.555891,9191554.88205212,1.5978807252041987,0.48622511053690226,0.39966194531044663,0.13780153459929861,RAD
5.624246918918919e+32,4.51843918970266e+33,6.36615588516816e+16,12130796021.635288,9186884.085195405,1.5917568764358168,0.48649670260119154,0.39966197748620524,0.1377159181954944,RAD
5.63318845945946e+32,4.5198604808288406e+33,6.353826357720101e+16,12140216792.216375,9182217.338318856,1.585655522097161,0.48676822086664945,0.39966200914435396,0.13763024769638504,RAD
5.642130000000001e+32,4.521276281841445e+33,6.341515656547659e+16,12149636233.708338,9177554.63586908,1.5795765796580432,0.4870396653285087,0.39966204028461916,0.13754452284680294,RAD
5.651071540540541e+32,4.522686612498813e+33,6.329223751946706e+16,12159054364.550705,9172895.972261496,1.5735199668715096,0.48731103598609676,0.3996620709067292,0.13745874339716413,RAD
5.6600130810810814e+32,4.524091492507058e+33,6.3169506142591224e+16,12168471203.213339,9168241.341880336,1.5674856017730276,0.4875823328428473,0.39966210101041355,0.13737290910343858,RAD
5.668954621621622e+32,4.5254909415200675e+33,6.304696213872795e+16,12177886768.19644,9163590.739078647,1.561473402679775,0.48785355590629614,0.3996621305954023,0.1372870197271171,RAD
5.677896162162163e+32,4.526884979139503e+33,6.292460521221617e+16,12187301078.030546,9158944.158178281,1.55548328818981,0.4881247051880917,0.3996621596614276,0.1372010750351817,RAD
5.686837702702703e+32,4.5282736249147987e+33,6.28024350678549e+16,12196714151.276531,9154301.593469916,1.5495151771813709,0.4883957807039925,0.3996621882082228,0.13711507480007284,RAD
5.695779243243244e+32,4.5296568983431633e+33,6.268045141090318e+16,12206126006.525606,9149663.03921303,1.5435689888120552,0.4886667824738752,0.3996622162355223,0.13702901879966048,RAD
5.704720783783784e+32,4.531034818869579e+33,6.2558653947080184e+16,12215536662.39932,9145028.489635922,1.5376446425181065,0.48893771052173557,0.3996622437430623,0.13694290681721197,RAD
5.713662324324325e+32,4.5324074058868035e+33,6.243704238256507e+16,12224946137.549562,9140397.938935699,1.5317420580136056,0.48920856487570075,0.3996622707305798,0.13685673864136472,RAD
5.7226038648648655e+32,4.533774678735365e+33,6.231561642399714e+16,12234354450.658552,9135771.381278286,1.5258611552897474,0.4894793455680158,0.3996622971978132,0.13677051406609075,RAD
5.731545405405406e+32,4.535136656703568e+33,6.219437577847571e+16,12243761620.438852,9131148.810798414,1.5200018546140541,0.48975005263506766,0.3996623231445024,0.13668423289067314,RAD
5.740486945945946e+32,4.53649335902749e+33,6.207332015356019e+16,12253167665.633358,9126530.221599633,1.5141640765296536,0.49002068611737254,0.39966234857038835,0.13659789491967078,RAD
5.749428486486487e+32,4.5378448048909824e+33,6.195244925727005e+16,12262572605.015308,9121915.607754301,1.5083477418544615,0.4902912460595873,0.39966237347521405,0.13651149996289164,RAD
5.758370027027028e+32,4.53919101342567e+33,6.183176279808479e+16,12271976457.388271,9117304.963303594,1.5025527716804923,0.49056173251051277,0.39966239785872304,0.1364250478353628,RAD
5.767311567567568e+32,4.540532003710953e+33,6.171126048494406e+16,12281379241.586157,9112698.282257497,1.4967790873730498,0.4908321455230928,0.39966242172066,0.13633853835730045,RAD
5.7762531081081085e+32,4.541867794774002e+33,6.15909420272475e+16,12290780976.473213,9108095.558594808,1.491026610569999,0.49110248515442545,0.3996624450607718,0.1362519713540825,RAD
5.785194648648649e+32,4.543198405589765e+33,6.1470807134854856e+16,12300181680.94402,9103496.786263138,1.485295263181025,0.49137262866508324,0.3996624678788062,0.13616531262666198,RAD
5.79413618918919e+32,4.544523855080962e+33,6.13508555180859e+16,12309581373.923502,9098901.959178913,1.479584967386836,0.4916420845506631,0.3996624901745122,0.13607842607328816,RAD
5.8030777297297304e+32,4.5458441621180864e+33,6.123108688772054e+16,12318980074.366915,9094311.071227372,1.4738956456384646,0.4919107920096136,0.39966251194764,0.1359912953115382,RAD
5.812019270270271e+32,4.547159345519407e+33,6.111150095499869e+16,12328377801.259853,9089724.11626256,1.468227220656479,0.49217874007283186,0.39966253319794176,0.13590391780180675,RAD
5.820960810810811e+32,4.5484694240509645e+33,6.099209743162035e+16,12337774573.618248,9085141.088107344,1.4625796154302404,0.4924459177389299,0.3996625539251701,0.13581629101278955,RAD
5.8299023513513516e+32,4.549774416426575e+33,6.087287602974558e+16,12347170410.488373,9080561.980553398,1.456952753217185,0.49271231397406273,0.3996625741290797,0.135728412421442,RAD
5.838843891891893e+32,4.5510743413078273e+33,6.075383646199453e+16,12356565330.94683,9075986.78736121,1.45134655754204,0.4929779177117766,0.39966259380942615,0.13564027951294427,RAD
5.847785432432433e+32,4.552369217304084e+33,6.0634978441447384e+16,12365959354.100567,9071415.502260085,1.4457609521960912,0.4932427178528286,0.3996626129659667,0.1355518897806577,RAD
5.8567269729729734e+32,4.5536590629724824e+33,6.051630168164442e+16,12375352499.08686,9066848.118948132,1.4401958612364367,0.4935067032650273,0.3996626315984594,0.1354632407260895,RAD
5.865668513513514e+32,4.5549438968179326e+33,6.039780589658597e+16,12384744785.07333,9062284.631092282,1.4346512089852592,0.49376986278306323,0.3996626497066644,0.13537432985885223,RAD
5.874610054054055e+32,4.5562237372931195e+33,6.027949080073241e+16,12394136231.25793,9057725.032328272,1.4291269200290602,0.49403218520834496,0.39966266729034255,0.1352851546966284,RAD
5.883551594594595e+32,4.5574986027985e+33,6.016135610900425e+16,12403526856.868954,9053169.316260656,1.423622919217928,0.4942936593088159,0.3996626843492563,0.1351957127651277,RAD
5.892493135135136e+32,4.5587685116823075e+33,6.004340153678199e+16,12412916681.165031,9048617.4764628,1.4181391316647984,0.4945542738188014,0.3996627008831697,0.13510600159805422,RAD
5.901434675675676e+32,4.5600334822405467e+33,5.992562679990624e+16,12422305723.435127,9044069.506476881,1.4126754827447208,0.4948140174388227,0.39966271689184735,0.13501601873706495,RAD
5.9103762162162164e+32,4.561293532716997e+33,5.980803161467767e+16,12431694002.998547,9039525.39981389,1.4072318980941148,0.49507287883543716,0.39966273237505606,0.13492576173173534,RAD
5.9193177567567575e+32,4.5625486813032124e+33,5.9690615697857e+16,12441081539.20493,9034985.149953634,1.4018083036100206,0.4953308466410499,0.3996627473325637,0.13483522813951815,RAD
5.928259297297298e+32,4.5637989461385186e+33,5.957337876666505e+16,12450468351.434256,9030448.750344727,1.3964046254493914,0.49558790945375636,0.39966276176413923,0.13474441552571062,RAD
5.937200837837838e+32,4.5650443453100174e+33,5.945632053878267e+16,12459854459.09684,9025916.194404598,1.3910207900283353,0.4958440558371546,0.39966277566955355,0.13465332146341435,RAD
5.946142378378379e+32,4.5662848968525825e+33,5.93394407323508e+16,12469239881.633331,9021387.47551949,1.3856567240213868,0.49609927432017853,0.3996627890485781,0.13456194353350068,RAD
5.95508391891892e+32,4.5675206187488634e+33,5.922273906597042e+16,12478624638.514725,9016862.587044459,1.3803123543607856,0.4963535533969139,0.39966280190098624,0.13447027932457167,RAD
5.96402545945946e+32,4.5687515289292814e+33,5.910621525870262e+16,12488008749.242344,9012341.522303373,1.3749876082357373,0.4966068815264219,0.39966281422655286,0.13437832643292524,RAD
5.9729670000000006e+32,4.5699776452720324e+33,5.8989869030068536e+16,12497392233.34785,9007824.27458891,1.36968241309167,0.496859247132568,0.39966282602505365,0.13428608246251963,RAD
5.981908540540541e+32,4.571198985603086e+33,5.887370010004934e+16,12506775110.393251,9003310.83716257,1.3643966966295298,0.49711063860383187,0.3996628372962661,0.13419354502493488,RAD
5.990850081081081e+32,4.5724155676961863e+33,5.875770818908634e+16,12516157399.97088,8998801.203254653,1.3591303868050484,0.49736104429313327,0.399662848039969,0.13410071173933877,RAD
5.9997916216216224e+32,4.57362740927285e+33,5.864189301808081e+16,12525539121.703415,8994295.366064282,1.3538834118279928,0.49761045251764746,0.3996628582559422,0.13400758023244966,RAD
6.008733162162163e+32,4.5748345280023683e+33,5.8526254308394184e+16,12534920295.243866,8989793.318759387,1.348655700161482,0.49785885155862575,0.3996628679439677,0.133914148138502,RAD
6.017674702702703e+32,4.576036941501806e+33,5.841079178184794e+16,12544300940.275583,8985295.054476716,1.3434471805212078,0.49810622966120993,0.3996628771038277,0.13382041309920975,RAD
6.0266162432432436e+32,4.5772346673360016e+33,5.829550516072358e+16,12553681076.512257,8980800.566321822,1.3382577818747659,0.4983525750342519,0.3996628857353069,0.1337263727637324,RAD
6.035557783783785e+32,4.5784277230175676e+33,5.818039416776272e+16,12563060723.697906,8976309.847369079,1.3330874334409042,0.49859747373186025,0.39966289383819087,0.1336319170146574,RAD
6.044499324324325e+32,4.57961612600689e+33,5.806545852616702e+16,12572439901.606895,8971822.89066167,1.3279360646888068,0.49883955981793915,0.3996629014122665,0.13353668142536732,RAD
6.0534408648648654e+32,4.580799893712129e+33,5.795069795959822e+16,12581818630.043922,8967339.689211592,1.3228036053373804,0.49907874361045257,0.3996629084573222,0.13344064455998766,RAD
6.062382405405406e+32,4.581979043489218e+33,5.783611219217811e+16,12591196928.844023,8962860.235999651,1.3176899853545183,0.4993150498712504,0.3996629149731477,0.13334381565944042,RAD
6.071323945945946e+32,4.583153592641865e+33,5.772170094848856e+16,12600574817.87257,8958384.523975473,1.31259513495642,0.4995485034665719,0.39966292095953476,0.13324620395983755,RAD
